id,name,attribution,description,count_rows,viewCount,downloadCount,category,tags,createdAt,updatedAt,dataUpdatedAt,metadataUpdatedAt,domain,attributionLink,webUri,dataUri
9bjg-n96a,Broadband Adoption and Infrastructure by State Senate District,Office of Technology and Innovation (OTI),"Key indicators of broadband adoption, service and infrastructure in New York City by State Senate District.
</p>
<b>Data Limitations:</b> Data accuracy is limited as of the date of publication and by the methodology and accuracy of the original sources.  The City shall not be liable for any costs related to, or in reliance of, the data contained in these datasets.",26,563,2431,City Government,"['internet master plan', 'internet', 'broadband', 'broadband adoption', 'mobile', 'mobile broadband', 'mobile broadband adoption', 'cable', 'access', 'connectivity', 'internet service provider', 'internet speed', 'wi-fi', 'public wi-fi', 'infrastructure', 'poles', 'pole', 'network', 'street furniture', 'city buildings', 'city assets', 'pole attachments', 'telecommunications', 'mobile telecommunications', 'poletop', 'planning', 'digital divide', 'digital inclusion', 'digital equity', 'public computer center', 'state senate', 'senate', 'district']",2019-12-26T20:52:47+0000,2022-09-23T19:23:10+0000,2020-06-19T20:27:02+0000,2022-09-23T19:23:10+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/9bjg-n96a,https://data.cityofnewyork.us/resource/9bjg-n96a
pjwi-qd2x,Broadband Adoption and Infrastructure by State Assembly District,Office of Technology and Innovation (OTI),"Key indicators of broadband adoption, service and infrastructure in New York City by State Senate District
</p>
<b>Data Limitations:</b> Data accuracy is limited as of the date of publication and by the methodology and accuracy of the original sources.  The City shall not be liable for any costs related to, or in reliance of, the data contained in these datasets.",65,367,2460,City Government,"['internet master plan', 'internet', 'broadband', 'broadband adoption', 'mobile', 'mobile broadband', 'mobile broadband adoption', 'cable', 'access', 'connectivity', 'internet service provider', 'internet speed', 'wi-fi', 'public wi-fi', 'infrastructure', 'poles', 'pole', 'network', 'street furniture', 'city buildings', 'city assets', 'pole attachments', 'telecommunications', 'mobile telecommunications', 'pole-top', 'planning', 'digital divide', 'digital inclusion', 'digital equity', 'public computer center', 'state senate', 'senate', 'district.']",2019-12-26T20:44:56+0000,2022-09-23T19:23:10+0000,2020-06-19T20:36:19+0000,2022-09-23T19:23:10+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/pjwi-qd2x,https://data.cityofnewyork.us/resource/pjwi-qd2x
cgwq-3ie6,Broadband Adoption and Infrastructure by Council District,Office of Technology and Innovation (OTI),"Key indicators of broadband adoption, service and infrastructure in New York City by Council District</p>
<b>Data Limitations:</b> Data accuracy is limited as of the date of publication and by the methodology and accuracy of the original sources.  The City shall not be liable for any costs related to, or in reliance of, the data contained in these datasets.",51,639,2459,,"['internet master plan', 'internet', 'broadband', 'broadband adoption', 'mobile', 'mobile broadband', 'mobile broadband adoption', 'cable', 'access', 'connectivity', 'internet service provider', 'internet speed', 'wi-fi', 'public wi-fi', 'infrastructure', 'poles', 'pole', 'network', 'street furniture', 'city buildings', 'city assets', 'pole attachments', 'telecommunications', 'mobile telecommunications', 'poletop', 'planning', 'digital divide', 'digital inclusion', 'digital equity', 'public computer center', 'council district', 'council']",2019-12-26T19:17:52+0000,2022-09-23T19:23:10+0000,2020-06-19T20:41:41+0000,2022-09-23T19:23:10+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/cgwq-3ie6,https://data.cityofnewyork.us/resource/cgwq-3ie6
3kx3-7svp,Broadband Adoption and Infrastructure by Congressional District,Office of Technology and Innovation (OTI),"Key indicators of broadband adoption, service and infrastructure in New York City by Congressional District</p>
<b>Data Limitations:</b> Data accuracy is limited as of the date of publication and by the methodology and accuracy of the original sources.  The City shall not be liable for any costs related to, or in reliance of, the data contained in these datasets.",13,683,2067,,"['internet master plan', 'internet', 'broadband', 'broadband adoption', 'mobile', 'mobile broadband', 'mobile broadband adoption', 'cable', 'access', 'connectivity', 'internet service provider', 'internet speed', 'wi-fi', 'public wi-fi', 'infrastructure', 'poles', 'pole', 'network', 'street furniture', 'city buildings', 'city assets', 'pole attachments', 'telecommunications', 'mobile telecommunications', 'poletop', 'planning', 'digital divide', 'digital inclusion', 'digital equity', 'public computer center', 'congressional district', 'congressional']",2019-12-26T18:23:13+0000,2022-09-23T19:23:09+0000,2020-06-19T20:41:04+0000,2022-09-23T19:23:09+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/3kx3-7svp,https://data.cityofnewyork.us/resource/3kx3-7svp
iaig-3vs5,Leaning Bars (Historic),Department of Transportation (DOT),Resting bars for Select Bus Service stops.,75,1118,892,Transportation,"['leaning', 'bars', 'rest', 'select', 'bus', 'sbs']",2019-12-23T16:03:52+0000,2024-04-25T19:05:18+0000,2021-12-09T21:11:14+0000,2024-04-25T19:05:18+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/iaig-3vs5,https://data.cityofnewyork.us/resource/iaig-3vs5
i2y3-sx2e,Curb Metal Data,Department of Transportation (DOT),This database tracks all correspondence and repairs on steel that protrudes from a sidewalk curb.,22695,654,994,Transportation,"['curb', 'sidewalk', 'cut', 'metal']",2019-12-23T15:26:46+0000,2024-08-19T08:00:05+0000,2024-08-16T08:00:14+0000,2024-08-19T08:00:05+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/i2y3-sx2e,https://data.cityofnewyork.us/resource/i2y3-sx2e
d83i-6us7,Street Seats - 2014-2019,Department of Transportation (DOT),"Street Seats is a citywide program where partners apply to transform underused streets into vibrant, social public spaces between the months of March through December (the Season). Street Seats are installed in the roadbed along the curb line to create an attractive setting for eating, reading, working, meeting a friend or taking a rest.

For additional information on Street Seats, please visit the DOT website: https://www1.nyc.gov/html/dot/html/pedestrians/streetseats.shtml
For current data, please search for Street Seats (current year)

This data was collected to track information regarding each locations and the partners that manage each StreetSeat. The data is collected via Excel and tracked throughout the Season. Each record represents one Street Seat location. This data can be used to geolocate all of the Street Seats within 2018 Season. The data gets updated throughout the Season to include more details.",24,1940,1131,Transportation,"['street', 'seats']",2019-12-20T20:45:43+0000,2024-04-26T16:58:39+0000,2019-12-23T14:18:40+0000,2024-04-26T16:58:39+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/d83i-6us7,https://data.cityofnewyork.us/resource/d83i-6us7
9n6h-pt9g,Speed Reducer Tracking System (SRTS),Department of Transportation (DOT),"This dataset contains information regarding placements of speed humps and speed cushions within the five boroughs. 

Speed humps are traffic calming devices intended to slow traffic speeds on low volume, low speed roads. Speed humps are 3–4 inches high and 14–20 feet wide, with a ramp length of 3–6 feet, depending on target speed. Speed cushions are either speed humps or speed tables that include wheel cutouts to allow large vehicles to pass unaffected, while reducing passenger car speeds. They can be offset to allow unimpeded passage by emergency vehicles and are typically used on key emergency response routes. Speed humps are generally installed on local residential (non-truck route, non-bus route locations), while speed cushions are generally installed on designated truck route locations and bus route locations.

The requests for speed hump/cushion come through Commissioner Correspondences or from other sources and entered manually into the Speed Reducer Tracking System. The Speed Reducer Tracking System then tracks the results of request to determine whether a speed hump/cushion is feasible for installation.",54712,3020,2535,Transportation,"['speed', 'hump', 'cushion', 'reducer', 'bump']",2019-12-20T17:22:04+0000,2024-08-19T06:00:04+0000,2024-08-17T06:00:44+0000,2024-08-19T06:00:04+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/9n6h-pt9g,https://data.cityofnewyork.us/resource/9n6h-pt9g
kcey-vehy,Citywide Mobility Survey - Trip 2018,Department of Transportation (DOT),"The Citywide Mobility Survey (CMS) is a mixed-methodology survey of New York City residents' travel choices, behaviors, and perceptions. The Trip Diary dataset provides trip-level data.",7977,2126,988,Transportation,"['city', 'mobility', 'new york', 'zones', 'survey', 'travel', 'citywidemobilitysurvey', '2018']",2019-12-17T17:29:37+0000,2024-05-09T19:30:29+0000,2019-12-17T17:33:40+0000,2024-05-09T19:30:29+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/kcey-vehy,https://data.cityofnewyork.us/resource/kcey-vehy
jpcp-ic7c,Citywide Mobility Survey - Main 2018,Department of Transportation (DOT),"The Citywide Mobility Survey (CMS) is a mixed-methodology survey of New York City residents' travel choices, behaviors, and perceptions. The Main Survey dataset provides person-level data.",3301,1929,850,Transportation,"['city', 'mobility', 'new york', 'zones', 'survey', 'travel', 'citywidemobilitysurvey', '2018']",2019-12-17T14:39:09+0000,2024-05-10T16:54:56+0000,2019-12-17T14:58:37+0000,2024-05-10T16:54:56+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/jpcp-ic7c,https://data.cityofnewyork.us/resource/jpcp-ic7c
qves-4x9c,Highway Travel Permit- Single Use,Department of Transportation (DOT),"Highway Travel Permits are issued to not-for-profit organizations, summer camps, and others using high occupancy vehicles (e.g. Construction projects, school buses, and vans) to access parkways otherwise available only to passenger cars for a short duration of time.",777,390,769,Transportation,"['parkway', 'travel', 'high occupany']",2019-12-16T16:09:37+0000,2024-04-25T18:44:00+0000,2020-12-28T20:44:22+0000,2024-04-25T18:44:00+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/qves-4x9c,https://data.cityofnewyork.us/resource/qves-4x9c
ygfr-ij6t,Department for the Aging (NYC Aging) - Senior Center Local Law 140 Provider Data - FY 2020,Department for the Aging (NYC Aging),"This information is required by Local Law 140 to be provided to the City Council and published on the Department for the Aging (NYC Aging) website and the Open Data portal.  It contains the addresses, days of operation, daily participants, as well as the FY 2020 budgeted and actual expenses for NYC Aging funded senior centers (now know as Older Adult Centers).",294,1224,542,City Government,"['department for the aging', 'dfta', 'nycaging', 'nyc aging', 'older adults', 'older adult centers', 'oac', 'senior centers', 'local law 140']",2019-12-12T16:31:50+0000,2023-09-27T19:34:05+0000,2021-03-08T19:11:10+0000,2023-09-27T19:34:05+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/ygfr-ij6t,https://data.cityofnewyork.us/resource/ygfr-ij6t
hm83-bdp7,Department for the Aging (NYC Aging) - Senior Center Local Law 140 Client Data - FY 2020,Department for the Aging (NYC Aging),This information is required by Local Law 140 to be provided to the City Council and published on the Department for the Aging (NYC Aging) website and the Open Data portal.  It contains the FY 2020 daily client participation at NYC Aging funded senior centers (now known as Older Adult Centers).,69156,671,380,City Government,"['department for the aging', 'dfta', 'nycaging', 'nyc aging', 'older adults', 'older adult centers', 'oac', 'senior centers', 'local law 140']",2019-12-12T16:24:57+0000,2023-09-27T19:33:35+0000,2021-02-08T15:32:20+0000,2023-09-27T19:33:35+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/hm83-bdp7,https://data.cityofnewyork.us/resource/hm83-bdp7
8sea-35e7,Asset Management Executive Summary - State of Good Repair Needs (Expense),Mayor's Office of Management and Budget (OMB),This dataset contains information for a select number of agencies. It shows the estimated spending necessary to preserve the structural integrity for each of their fixed assets which meet the criteria for expense eligibility. The numbers can be summarized by Agency to match the Asset Management Executive Summary publication. Amounts are rounded to the nearest thousand. The dataset is updated once a year.,1013,427,710,City Government,"['state of good repair', 'omb', 'asset management']",2019-12-12T15:11:38+0000,2023-11-02T15:53:50+0000,2023-11-02T15:53:51+0000,2023-11-02T15:53:50+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/8sea-35e7,https://data.cityofnewyork.us/resource/8sea-35e7
wcpw-9chs,Asset Management Executive Summary - State of Good Repair Needs (Capital Eligible),Mayor's Office of Management and Budget (OMB),This dataset contains information for a select number of agencies. It shows the estimated spending necessary to preserve the structural integrity for each of their fixed assets which meet the criteria for capital eligibility. The numbers can be summarized by Agency to match the Asset Management Executive Summary publication. Amounts are rounded to the nearest thousand. The dataset is updated once a year.,873,379,659,City Government,"['asset management', 'omb', 'state of good repair']",2019-12-12T15:03:10+0000,2023-11-02T15:53:25+0000,2023-11-02T15:53:26+0000,2023-11-02T15:53:25+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/wcpw-9chs,https://data.cityofnewyork.us/resource/wcpw-9chs
xdzg-dnpg,Asset Management Executive Summary - Agency Assets by Project Type and Class,Mayor's Office of Management and Budget (OMB),"This dataset contains information for a select number of agencies, showing the number of assets owned by each Agency which are included in the Asset Management inventory. The assets are sorted by project type and class. The dataset is updated once a year.",434,438,747,City Government,"['asset management', 'omb']",2019-12-12T14:54:49+0000,2023-11-02T15:51:47+0000,2023-11-02T15:51:48+0000,2023-11-02T15:51:47+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/xdzg-dnpg,https://data.cityofnewyork.us/resource/xdzg-dnpg
fg5j-q5nk,Internet Master Plan: Adoption and Infrastructure Data by Neighborhood,Office of Technology and Innovation (OTI),"Key indicators of broadband adoption, service and infrastructure in New York City.</p>
<b>Data Limitations:</b> Data accuracy is limited as of the date of publication and by the methodology and accuracy of the original sources.  The City shall not be liable for any costs related to, or in reliance of, the data contained in these datasets.",195,5244,3217,City Government,"['internet master plan', 'internet', 'broadband', 'broadband adoption', 'mobile', 'mobile broadband', 'mobile broadband adoption', 'cable', 'access', 'connectivity', 'internet service provider', 'internet speed', 'wi-fi', 'public wi-fi', 'infrastructure', 'poles', 'pole', 'network', 'street furniture', 'city buildings', 'city assets', 'pole attachments', 'telecommunications', 'mobile telecommunications', 'poletop', 'planning', 'digital divide', 'digital inclusion', 'digital equity']",2019-12-09T21:17:14+0000,2022-09-23T19:23:10+0000,2021-03-12T21:23:41+0000,2022-09-23T19:23:10+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/fg5j-q5nk,https://data.cityofnewyork.us/resource/fg5j-q5nk
6yzk-rwz2,Internet Master Plan: Broadband Adoption & Demographic Citywide,Office of Technology and Innovation (OTI),"Broadband adoption rates among demographic subgroups in New York City</p>
<b>Data Limitations:</b> Data accuracy is limited as of the date of publication and by the methodology and accuracy of the original sources.  The City shall not be liable for any costs related to, or in reliance of, the data contained in these datasets.",4,2621,2924,City Government,"['internet master plan', 'internet', 'broadband', 'broadband adoption', 'mobile', 'mobile broadband', 'mobile broadband adoption', 'cable', 'access', 'connectivity', 'internet service provider', 'internet speed', 'wi-fi', 'public wi-fi', 'infrastructure', 'telecommunications', 'mobile telecommunications', 'planning', 'digital divide', 'digital inclusion', 'digital equity', 'households', 'poverty', 'supplemental nutrition assistance program', 'education', 'high school', 'age', 'race', 'language', 'spanish language', 'living alone', 'social isolation', 'social inclusion']",2019-12-09T20:48:56+0000,2022-09-23T19:23:10+0000,2019-12-12T14:42:22+0000,2022-09-23T19:23:10+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/6yzk-rwz2,https://data.cityofnewyork.us/resource/6yzk-rwz2
g5ah-i2sh,Internet Master Plan: Home Broadband and Mobile Broadband Adoption by PUMA,Office of Technology and Innovation (OTI),"The percentage of households that have both Home Broadband and Mobile Broadband subscriptions for each of New York City Public Use Microdata Areas.</p>
<b>Data Limitations:</b> Data accuracy is limited as of the date of publication and by the methodology and accuracy of the original sources.  The City shall not be liable for any costs related to, or in reliance of, the data contained in these datasets.",55,596,1690,City Government,"['internet master plan; internet; broadband; broadband adoption; mobile; mobile broadband; mobile broadband adoption; cable; internet', 'access; connectivity; internet service provider;  telecommunications; mobile telecommunications; planning; digital divide; digital inclusion; digital equity']",2019-12-09T20:24:55+0000,2022-09-23T19:23:10+0000,2020-06-19T20:25:37+0000,2022-09-23T19:23:10+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/g5ah-i2sh,https://data.cityofnewyork.us/resource/g5ah-i2sh
t4re-ksn6,NYC Parks Sectors,Department of Parks and Recreation (DPR),"In order to appropriately manage City parks and allocate resources, NYC Parks has implemented three tiers of management [below the Borough level]. These three tiers can be represented as administrative geographic boundaries and are defined below: 

District - One or more parks that are combined and generally align with New York City Community Boards. 

Sector - One or more Park Districts that are combined in order share resources for daily maintenance. 

Region - One or more Park Sectors that are combined and assigned a regional managers who provides high-level, strategic planning and support for Parks managers, including maximizing resources between Districts and Sectors.

Data Dictionary: https://docs.google.com/spreadsheets/d/1-FS_NDOUx0-OfKploVC0fIJrwOSdNmh1HKpkfyeoD1E/edit?usp=sharing",45,701,709,City Government,"['parks', 'sector']",2019-12-05T15:44:06+0000,2024-08-14T13:02:29+0000,2024-08-14T13:02:32+0000,2024-08-14T13:02:29+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/t4re-ksn6,https://data.cityofnewyork.us/resource/t4re-ksn6
mebz-ditc,NYC Parks Districts,Department of Parks and Recreation (DPR),"In order to appropriately manage City parks and allocate resources, NYC Parks has implemented three tiers of management [below the Borough level]. These three tiers can be represented as administrative geographic boundaries and are defined below: 

District - One or more parks that are combined and generally align with New York City Community Boards. 

Sector - One or more Park Districts that are combined in order share resources for daily maintenance. 

Region - One or more Park Sectors that are combined and assigned a regional managers who provides high-level, strategic planning and support for Parks managers, including maximizing resources between Districts and Sectors.

Data Dictionary: https://docs.google.com/spreadsheets/d/1-FS_NDOUx0-OfKploVC0fIJrwOSdNmh1HKpkfyeoD1E/edit?usp=sharing",75,804,790,City Government,"['parks', 'districts']",2019-12-05T15:34:17+0000,2024-08-14T13:02:05+0000,2024-08-14T13:02:09+0000,2024-08-14T13:02:05+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/mebz-ditc,https://data.cityofnewyork.us/resource/mebz-ditc
8ess-ssnw,Internet Master Plan: Broadband Choice and Speed by Census Block,Office of Technology and Innovation (OTI),"Key indicators of the availability of internet service choice and speed based on publicly available data from the Federal Communications Commission

</p>
<b>Data Limitations:</b> Data accuracy is limited as of the date of publication and by the methodology and accuracy of the original sources.  The City shall not be liable for any costs related to, or in reliance of, the data contained in these datasets.",39148,1666,3182,,"['internet master plan', 'internet', 'broadband', 'broadband adoption', 'mobile', 'mobile broadband', 'mobile broadband adoption', 'cable', 'internet access', 'connectivity', 'internet service provider', 'internet speed', 'wi-fi', 'public wi-fi', 'infrastructure', 'poles', 'pole', 'network', 'street furniture', 'city buildings', 'city assets', 'pole attachments', 'telecommunications', 'mobile telecommunications', 'poletop', 'planning', 'digital divide', 'digital inclusion', 'digital equity']",2019-12-04T17:13:00+0000,2022-09-23T19:23:09+0000,2020-06-19T20:18:50+0000,2022-09-23T19:23:09+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/8ess-ssnw,https://data.cityofnewyork.us/resource/8ess-ssnw
qad5-y26n,2018 Central Park Squirrel Census - Hectare Grid,The Squirrel Census,"The Squirrel Census (https://www.thesquirrelcensus.com/) is a multimedia science, design, and storytelling project focusing on the Eastern gray (Sciurus carolinensis). They count squirrels and present their findings to the public. This dataset is the hectare grid that was used to divide Central Park for the 2018 Squirrel Census.",378,1310,1028,,,2019-12-04T02:26:44+0000,2023-04-18T19:28:20+0000,2019-12-04T02:41:06+0000,2023-04-18T19:28:20+0000,data.cityofnewyork.us,https://www.thesquirrelcensus.com/,https://data.cityofnewyork.us/d/qad5-y26n,https://data.cityofnewyork.us/resource/qad5-y26n
qt5r-nqxp,PLUTO Change File,Department of City Planning,"This is a companion dataset to PLUTO and MapPLUTO. PLUTO and MapPLUTO are created using the best available data from a number of city agencies. To further improve data quality, the Department of City Planning (DCP) applies changes to selected field values. DCPEdited is set to “1” in PLUTO if the record contains any changed values.

All previously released versions of this data are available at <a href=""https://www1.nyc.gov/site/planning/data-maps/open-data/bytes-archive.page?sorts[year]=0"">BYTES of the BIG APPLE- Archive</a>",43449,1931,918,City Government,"['pluto', 'mappluto', 'dtm', 'tax block', 'tax lot', 'parcels', 'change', 'correction', 'dcp', 'city planning']",2019-12-03T20:10:24+0000,2024-08-19T16:03:11+0000,2024-08-19T16:03:21+0000,2024-08-19T16:03:11+0000,data.cityofnewyork.us,https://www1.nyc.gov/assets/planning/download/zip/data-maps/open-data/pluto_change_file_19v2.zip,https://data.cityofnewyork.us/d/qt5r-nqxp,https://data.cityofnewyork.us/resource/qt5r-nqxp
3r2x-bnmj,Temporary Art Program,Department of Transportation (DOT),DOT Art collaborates with community-based organizations to commission artists to design and install temporary art on DOT property.,457,1408,930,Transportation,"['art', 'public art', 'installation', 'arterventions', 'display', 'barrier', 'beautification', 'community', 'exhibit', 'special projects']",2019-12-02T21:10:59+0000,2024-08-05T17:52:50+0000,2024-08-05T17:52:51+0000,2024-08-05T17:52:50+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/3r2x-bnmj,https://data.cityofnewyork.us/resource/3r2x-bnmj
hyer-4e39,Hepatitis C Surveillance Registry,Department of health and Mental Hygiene,"Case counts of people newly reported with chronic hepatitis C.</p> Hepatitis C surveillance data include all confirmed and probable cases. The Health Department often receives more than one report for each person with chronic hepatitis C and uses automatic de-duplication methods to identify repeat reports based on name, date of birth, and other information. Only the first report is counted in the data presented here. Laboratories are required to electronically report positive hepatitis C test results, as well as negative results for hepatitis C RNA. For chronic hepatitis C, in 2016, the CDC/CSTE case definition for confirmed or probable cases was changed. CDC’s 2016 case definition is used for people first reported with chronic hepatitis C in 2016 and onward. The Health Department does not routinely investigate hepatitis C reports because of the large volume; therefore it is difficult to determine when people with these infections were first infected, although most were probably infected a while ago. Case counts represent people newly reported with hepatitis C and are not prevalence or incidence. Many people with hepatitis C are asymptomatic; as a result, many cases are not diagnosed or reported. Therefore, surveillance data underestimate the true level of chronic hepatitis C in NYC.",155,822,2873,Health,"['hepatitis c', 'hep c']",2019-12-02T18:25:28+0000,2021-07-21T20:32:59+0000,2021-07-21T20:32:59+0000,2021-07-21T20:32:59+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/hyer-4e39,https://data.cityofnewyork.us/resource/hyer-4e39
eyb2-p5s8,Bus Pad Tracking,Department of Transportation (DOT),"List of bus pad installations and complaints/repair requests, as well as contract status of each bus pad locations.",361,723,448,Transportation,"['bus pad', 'concrete']",2019-12-02T16:55:20+0000,2024-04-25T14:01:41+0000,2023-04-10T20:06:06+0000,2024-04-25T14:01:41+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/eyb2-p5s8,https://data.cityofnewyork.us/resource/eyb2-p5s8
dy27-rrad,Community Board Contact List,Brooklyn Borough President,This data set represents Community Board Contact List for all 18 Community Board within Brooklyn.,18,1844,622,City Government,"['community board', 'brooklyn']",2019-11-25T19:59:47+0000,2019-12-02T17:29:02+0000,2019-11-25T21:17:21+0000,2019-12-02T17:29:02+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/dy27-rrad,https://data.cityofnewyork.us/resource/dy27-rrad
gqzy-vhwd,Brooklyn Borough President Meeting Requests,Brooklyn Borough President,This data set represents all meeting and event requests (internal and external) to the Borough President for 2017 and 2018.,6115,495,2831,City Government,"['meetings', 'events', 'brooklyn borough president']",2019-11-22T15:07:35+0000,2021-06-29T17:23:12+0000,2021-06-29T17:23:13+0000,2021-06-29T17:23:12+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/gqzy-vhwd,https://data.cityofnewyork.us/resource/gqzy-vhwd
efdc-dxuz,BP Appointments - Miscellaneous Boards,Brooklyn Borough President,This dates set represents Brooklyn Borough President's appointees to Miscellaneous Boards. Most representatives are employees of Brooklyn Borough Hall.,43,246,431,Housing & Development,['miscellaneous boards'],2019-11-21T19:58:21+0000,2019-11-22T20:46:52+0000,2019-11-21T20:00:31+0000,2019-11-22T20:46:52+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/efdc-dxuz,https://data.cityofnewyork.us/resource/efdc-dxuz
avh4-h5hx,BP Appointments - HHC Community Advisory Boards (CAB),Brooklyn Borough President,This dates set represents Brooklyn Borough President's appointees to HHC Community Advisory Board.,90,323,374,Health,"['cab', 'hhc', 'community advisory board']",2019-11-21T14:59:10+0000,2019-11-22T20:47:01+0000,2019-11-21T15:07:36+0000,2019-11-22T20:47:01+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/avh4-h5hx,https://data.cityofnewyork.us/resource/avh4-h5hx
q7f5-jwds,BP Appointments - Brooklyn Public Library (BPL) Board,,This dates set represents Brooklyn Borough President appointee to the Brooklyn Public Library Board.The data is collected to keep track of Borough President's appointees. The data is collected via appointment.,8,419,446,Education,"['bpl', 'brooklyn public library']",2019-11-20T19:25:35+0000,2021-12-06T18:49:59+0000,2019-11-20T19:29:03+0000,2021-12-06T18:49:59+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/q7f5-jwds,https://data.cityofnewyork.us/resource/q7f5-jwds
95u9-kyyu,BP Appointments - DYCD Neighborhood Advisory Board (NABS),Brooklyn Borough President,"This dates set represents Borough President appointee DYCD (Neighborhood Advisory Board ). NABs serve Neighborhood Development Areas (NDAs), which are low-income neighborhoods designated as needing community development support. NAB members are responsible for helping to identify the needs of their local communities. DYCD takes their findings into consideration when allocating federal Community Services Block Grant (CSBG) funding.",16,376,345,Education,"['dycd', 'neighborhood advisory board', 'nabs']",2019-11-20T15:10:11+0000,2019-11-22T20:47:20+0000,2019-11-20T15:15:09+0000,2019-11-22T20:47:20+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/95u9-kyyu,https://data.cityofnewyork.us/resource/95u9-kyyu
45sb-srb5,Forestry Tasks,Department of Parks and Recreation (DPR),"Tasks are specific actions that are sub-components of a Work Order.  Some work, such as that performed by in-house crews, require at least one task for the purposes of accounting for labor hours.  Tasks are typically used to indicate remaining work for jobs that did not get completed in one session (1 day).  

User guide: https://docs.google.com/document/d/1PVPWFi-WExkG3rvnagQDoBbqfsGzxCKNmR6n678nUeU/edit?usp=sharing

Data dictionary: https://docs.google.com/spreadsheets/d/1yMfZgcsrvx9M0b3-ZdEQ3WCk2dFxgitCWytTrJSwEAs/edit?usp=sharing",193072,568,750,Environment,"['tree', 'work order', 'task']",2019-11-19T21:51:49+0000,2024-08-06T13:11:26+0000,2024-08-06T13:11:47+0000,2024-08-06T13:11:26+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/45sb-srb5,https://data.cityofnewyork.us/resource/45sb-srb5
rbwa-m4iy,BP Appointments - Solid Waste Advisory (SWAB),Brooklyn Borough President,This dates set represents Solid Waste Advisory Board (SWAB) in the Borough of Brooklyn. The Solid waste Advisory Board is a volunteer advisory board dedicated to helping Brooklyn achieve its zero waste goals. The board meets monthly and meetings are open to public.,15,322,426,Environment,['solid waste adviory (swab)'],2019-11-19T21:30:59+0000,2019-11-22T20:47:27+0000,2019-11-19T21:33:34+0000,2019-11-22T20:47:27+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/rbwa-m4iy,https://data.cityofnewyork.us/resource/rbwa-m4iy
5mxw-kxpt,BP Appointments - Community Education Councils (CECs),Brooklyn Borough President,"This data set represents the Borough President  CEC's appointees. Community Education Councils (CECs) are education policy advisory bodies responsible for, among other things, reviewing and evaluating the district’s educational programs, approving zoning lines, and holding public hearings on certain matters.",24,382,694,Education,['community education councils\xa0(cec)'],2019-11-19T21:24:19+0000,2019-11-22T20:47:43+0000,2019-11-19T21:27:54+0000,2019-11-22T20:47:43+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/5mxw-kxpt,https://data.cityofnewyork.us/resource/5mxw-kxpt
pvxf-9irb,BP Appointments - BIDS,Brooklyn Borough President,"This dates set represents BIDS in the Borough of Brooklyn.  The data is collected to keep track of the BIDS, which includes there leadership, address, contact, appointees and liaisons assigned to the BID.",24,310,584,Housing & Development,['bid'],2019-11-19T21:17:31+0000,2019-11-22T20:47:35+0000,2019-11-19T21:21:57+0000,2019-11-22T20:47:35+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/pvxf-9irb,https://data.cityofnewyork.us/resource/pvxf-9irb
